Courses by Dept w Enrlmt,3774,,,,,,,,,,
Acad Org,Current Status,Course ID,Subject,Catalog,Section,Term,Term2,Title,Tot Enrl,Component,Instructor
16300,Active,8743,MA,232,43,4189,Fall 2018,Elementary Differential Eq,4,DIS,"Schuler,Stewart B"
16300,Active,8732,MA,131,11,4189,Fall 2018,Calculus I,20,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8732,MA,131,12,4189,Fall 2018,Calculus I,22,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8732,MA,131,13,4189,Fall 2018,Calculus I,24,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8732,MA,131,14,4189,Fall 2018,Calculus I,19,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8732,MA,131,61,4219,Fall 2021,Calculus I,20,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8732,MA,131,62,4219,Fall 2021,Calculus I,21,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8732,MA,131,63,4219,Fall 2021,Calculus I,18,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8732,MA,131,64,4219,Fall 2021,Calculus I,17,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8733,MA,132,21,4192,Spring 2019,Calculus II,23,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8733,MA,132,22,4192,Spring 2019,Calculus II,24,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8733,MA,132,23,4192,Spring 2019,Calculus II,14,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,8733,MA,132,24,4192,Spring 2019,Calculus II,24,DIS,"Senarathna,Samarasuriyage Dinushani"
16300,Active,11398,STAT,318,10,4202,Spring 2020,Biostatistics,25,LAB,"Senarathna,Samarasuriyage Dinushani"
16300,Active,11398,STAT,318,10,4212,Spring 2021,Biostatistics,11,LAB,"Senarathna,Samarasuriyage Dinushani"
16300,Active,11398,STAT,318,20,4202,Spring 2020,Biostatistics,23,LAB,"Senarathna,Samarasuriyage Dinushani"
16300,Active,11398,STAT,318,20,4212,Spring 2021,Biostatistics,20,LAB,"Senarathna,Samarasuriyage Dinushani"
16300,Active,11398,STAT,318,30,4202,Spring 2020,Biostatistics,11,LAB,"Senarathna,Samarasuriyage Dinushani"
16300,Active,11398,STAT,318,30,4212,Spring 2021,Biostatistics,11,LAB,"Senarathna,Samarasuriyage Dinushani"
16300,Active,10506,MA,180,11,4219,Fall 2021,Intro College Mathematics,13,DIS,"Sexton,Shannon Elizabeth"
16300,Active,8779,STAT,383,1,4192,Spring 2019,Probability and Statistics,73,LEC,"Shand,Grayden Patrick"
16300,Active,8779,STAT,383,2,4192,Spring 2019,Probability and Statistics,61,LEC,"Shand,Grayden Patrick"
16300,Active,8779,STAT,383,3,4192,Spring 2019,Probability and Statistics,60,LEC,"Shand,Grayden Patrick"
16300,Active,10149,MA,42,3,4219,Fall 2021,Co-Calculus II,26,DIS,"Sheehe,Kelsey Gale"
16300,Active,8742,MA,231,21,4162,Spring 2016,Calculus III,27,DIS,"Shrestha,Sagar"
16300,Active,8742,MA,231,24,4172,Spring 2017,Calculus III,25,DIS,"Skufca,David James"
16300,Active,8726,MA,41,1,4149,Fall 2014,Co-Calculus Mathematics,60,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,1,4159,Fall 2015,Co-Calculus Mathematics,61,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,1,4169,Fall 2016,Co-Calculus Mathematics,58,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,2,4149,Fall 2014,Co-Calculus Mathematics,58,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,2,4159,Fall 2015,Co-Calculus Mathematics,54,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,2,4169,Fall 2016,Co-Calculus Mathematics,46,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,3,4149,Fall 2014,Co-Calculus Mathematics,56,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,3,4159,Fall 2015,Co-Calculus Mathematics,55,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,3,4169,Fall 2016,Co-Calculus Mathematics,51,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,4,4149,Fall 2014,Co-Calculus Mathematics,59,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,4,4159,Fall 2015,Co-Calculus Mathematics,61,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,4,4169,Fall 2016,Co-Calculus Mathematics,63,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,5,4149,Fall 2014,Co-Calculus Mathematics,47,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,5,4159,Fall 2015,Co-Calculus Mathematics,42,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,5,4169,Fall 2016,Co-Calculus Mathematics,26,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,6,4149,Fall 2014,Co-Calculus Mathematics,49,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,6,4159,Fall 2015,Co-Calculus Mathematics,42,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,6,4169,Fall 2016,Co-Calculus Mathematics,45,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,7,4149,Fall 2014,Co-Calculus Mathematics,68,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,7,4159,Fall 2015,Co-Calculus Mathematics,111,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,7,4169,Fall 2016,Co-Calculus Mathematics,102,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,8,4149,Fall 2014,Co-Calculus Mathematics,62,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,8,4159,Fall 2015,Co-Calculus Mathematics,46,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,8,4169,Fall 2016,Co-Calculus Mathematics,46,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,9,4149,Fall 2014,Co-Calculus Mathematics,58,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,9,4159,Fall 2015,Co-Calculus Mathematics,52,LEC,"Skufca,Joseph D"
16300,Active,8726,MA,41,9,4169,Fall 2016,Co-Calculus Mathematics,51,LEC,"Skufca,Joseph D"
16300,Active,10149,MA,42,1,4152,Spring 2015,Co-Calculus II,17,DIS,"Skufca,Joseph D"
16300,Active,10149,MA,42,1,4169,Fall 2016,Co-Calculus II,57,DIS,"Skufca,Joseph D"
16300,Active,10149,MA,42,1,4179,Fall 2017,Co-Calculus II,1,DIS,"Skufca,Joseph D"
16300,Active,10149,MA,42,1,4189,Fall 2018,Co-Calculus II,0,DIS,"Skufca,Joseph D"
16300,Active,10149,MA,42,D1,4169,Fall 2016,Co-Calculus II,7,DIS,"Skufca,Joseph D"
16300,Active,10149,MA,42,D1,4179,Fall 2017,Co-Calculus II,3,DIS,"Skufca,Joseph D"
16300,Active,10149,MA,42,D1,4189,Fall 2018,Co-Calculus II,1,DIS,"Skufca,Joseph D"
16300,Active,10149,MA,42,DIST,4152,Spring 2015,Co-Calculus II,74,DIS,"Skufca,Joseph D"
16300,Active,12091,MA,120,1,4169,Fall 2016,Intro to STEM Math,25,LEC,"Skufca,Joseph D"
16300,Active,12091,MA,120,1,4179,Fall 2017,Intro to STEM Math,14,LEC,"Skufca,Joseph D"
16300,Active,12091,MA,120,11,4169,Fall 2016,Intro to STEM Math,25,DIS,"Skufca,Joseph D"
16300,Active,12091,MA,120,11,4179,Fall 2017,Intro to STEM Math,15,DIS,"Skufca,Joseph D"
16300,Active,12091,MA,120,D1,4206,Summer 2020,Intro to STEM Math,19,LEC,"Skufca,Joseph D"
16300,Active,8732,MA,131,5,4209,Fall 2020,Calculus I,70,LEC,"Priyankara,Kanaththa Gamage Don Sulalitha"
16300,Active,8732,MA,131,11,4149,Fall 2014,Calculus I,24,DIS,"Skufca,Joseph D"
16300,Active,8732,MA,131,12,4149,Fall 2014,Calculus I,19,DIS,"Skufca,Joseph D"
16300,Active,8732,MA,131,13,4149,Fall 2014,Calculus I,22,DIS,"Skufca,Joseph D"
16300,Active,8732,MA,131,14,4149,Fall 2014,Calculus I,13,DIS,"Skufca,Joseph D"
16300,Active,8732,MA,131,D1,4186,Summer 2018,Calculus I,0,LEC,"Skufca,Joseph D"
16300,Active,8732,MA,131,6,4209,Fall 2020,Calculus I,47,LEC,"Priyankara,Kanaththa Gamage Don Sulalitha"
16300,Active,8733,MA,132,4,4212,Spring 2021,Calculus II,62,LEC,"Athavale,Prashant Vinayak"
16300,Active,8733,MA,132,76,4176,Summer 2017,Calculus II,1,LEC,"Skufca,Joseph D"
16300,Active,8733,MA,132,D1,4186,Summer 2018,Calculus II,31,LEC,"Skufca,Joseph D"
16300,Active,8733,MA,132,D1,4196,Summer 2019,Calculus II,14,LEC,"Skufca,Joseph D"
16300,Active,8733,MA,132,D1,4206,Summer 2020,Calculus II,26,LEC,"Skufca,Joseph D"
16300,Active,10507,MA,181,76,4186,Summer 2018,Basic Calculus,1,LEC,"Skufca,Joseph D"
16300,Active,10507,MA,181,D1,4189,Fall 2018,Basic Calculus,1,LEC,"Skufca,Joseph D"
16300,Active,11229,MA,200,1,4152,Spring 2015,Intro Math Modeling & Software,29,LEC,"Skufca,Joseph D"
16300,Active,11229,MA,200,1,4162,Spring 2016,Intro Math Modeling & Software,33,LEC,"Skufca,Joseph D"
16300,Active,11229,MA,200,1,4172,Spring 2017,Intro Math Modeling & Software,31,LEC,"Skufca,Joseph D"
16300,Active,11229,MA,200,1,4182,Spring 2018,Intro Math Modeling & Software,30,LEC,"Skufca,Joseph D"
16300,Active,11229,MA,200,1,4192,Spring 2019,Intro Math Modeling & Software,25,LEC,"Skufca,Joseph D"
16300,Active,11229,MA,200,1,4199,Fall 2019,Intro Math Modeling & Software,22,LEC,"Skufca,Joseph D"
16300,Active,10518,MA,230,1,4182,Spring 2018,3-D Space/Projective Geometry,11,LEC,"Skufca,Joseph D"
16300,Active,10518,MA,230,10,4182,Spring 2018,3-D Space/Projective Geometry,11,DIS,"Skufca,Joseph D"
16300,Active,8742,MA,231,D1,4196,Summer 2019,Calculus III,7,LEC,"Skufca,Joseph D"
16300,Active,8743,MA,232,D1,4186,Summer 2018,Elementary Differential Eq,3,LEC,"Skufca,Joseph D"
16300,Active,8743,MA,232,D1,4196,Summer 2019,Elementary Differential Eq,7,LEC,"Skufca,Joseph D"
16300,Active,12919,DS,241,1,4209,Fall 2020,Introduction to Data Science,11,LEC,"Skufca,Joseph D"
16300,Active,12919,DS,241,1,4219,Fall 2021,Introduction to Data Science,18,LEC,"Skufca,Joseph D"
16300,Active,8747,STAT,282,D1,4196,Summer 2019,General Statistics,3,LEC,"Skufca,Joseph D"
16300,Active,8748,MA,300,1,4179,Fall 2017,Sem in Actuarial Mathematics,0,SEM,"Skufca,Joseph D"
16300,Active,8748,MA,300,1,4189,Fall 2018,Sem in Actuarial Mathematics,5,SEM,"Skufca,Joseph D"
16300,Active,8757,MA,313,1,4169,Fall 2016,Abstract Linear Algebra,13,LEC,"Skufca,Joseph D"
16300,Active,11398,STAT,318,2,4182,Spring 2018,Biostatistics,20,LEC,"Skufca,Joseph D"
16300,Active,8761,MA,322,1,4202,Spring 2020,Advanced Calculus II,3,LEC,"Skufca,Joseph D"
16300,Active,8762,MA,330,1,4146,Summer 2014,Adv Engineering Mathematics,1,LEC,"Skufca,Joseph D"
16300,Active,8762,MA,330,1,4149,Fall 2014,Adv Engineering Mathematics,107,LEC,"Skufca,Joseph D"
16300,Active,8762,MA,330,2,4149,Fall 2014,Adv Engineering Mathematics,18,LEC,"Skufca,Joseph D"
16300,Active,8762,MA,330,2,4159,Fall 2015,Adv Engineering Mathematics,47,LEC,"Skufca,Joseph D"
16300,Active,8762,MA,330,2,4179,Fall 2017,Adv Engineering Mathematics,61,LEC,"Skufca,Joseph D"
16300,Active,8762,MA,330,11,4149,Fall 2014,Adv Engineering Mathematics,125,DIS,"Skufca,Joseph D"
16300,Active,8762,MA,330,11,4159,Fall 2015,Adv Engineering Mathematics,137,DIS,"Skufca,Joseph D"
16300,Active,8762,MA,330,21,4179,Fall 2017,Adv Engineering Mathematics,62,DIS,"Skufca,Joseph D"
16300,Active,8763,MA,331,1,4172,Spring 2017,Fourier Series/Boundary Value,59,LEC,"Skufca,Joseph D"
16300,Active,8763,MA,331,76,4156,Summer 2015,Fourier Series/Boundary Value,1,LEC,"Skufca,Joseph D"
16300,Active,8775,MA,363,1,4152,Spring 2015,Mathematical Modeling,27,LEC,"Skufca,Joseph D"
16300,Active,8775,MA,363,1,4162,Spring 2016,Mathematical Modeling,28,LEC,"Skufca,Joseph D"
16300,Active,8777,MA,381,1,4199,Fall 2019,Probability,10,LEC,"Skufca,Joseph D"
16300,Active,11182,STAT,381,1,4199,Fall 2019,Probability,13,LEC,"Skufca,Joseph D"
16300,Active,8779,STAT,383,2,4192,Spring 2019,Probability and Statistics,61,LEC,"Skufca,Joseph D"
16300,Active,8779,STAT,383,2,4219,Fall 2021,Probability and Statistics,103,LEC,"Skufca,Joseph D"
16300,Active,8779,STAT,383,D1,4196,Summer 2019,Probability and Statistics,6,LEC,"Skufca,Joseph D"
16300,Active,8779,STAT,383,D1,4216,Summer 2021,Probability and Statistics,37,LEC,"Skufca,Joseph D"
16300,Active,11982,STAT,385,76,4199,Fall 2019,Bayesian Data Analysis,3,LEC,"Skufca,Joseph D"
16300,Active,11982,STAT,385,76,4209,Fall 2020,Bayesian Data Analysis,4,LEC,"Skufca,Joseph D"
16300,Active,11982,STAT,385,76,4219,Fall 2021,Bayesian Data Analysis,4,LEC,"Skufca,Joseph D"
16300,Active,12892,DS,392,1,4192,Spring 2019,Ethics in Data Sci & Appl Math,5,LEC,"Skufca,Joseph D"
16300,Active,12892,DS,392,1,4202,Spring 2020,Ethics in Data Sci & Appl Math,4,LEC,"Skufca,Joseph D"
16300,Active,12892,DS,392,1,4212,Spring 2021,Ethics in Data Sci & Appl Math,10,LEC,"Skufca,Joseph D"
16300,Active,12892,DS,392,1,4222,Spring 2022,Ethics in Data Sci & Appl Math,0,LEC,"Skufca,Joseph D"
16300,Active,8781,MA,400,76,4149,Fall 2014,Undergraduate Seminar,0,SEM,"Skufca,Joseph D"
16300,Active,8781,MA,400,76,4159,Fall 2015,Undergraduate Seminar,0,SEM,"Skufca,Joseph D"
16300,Active,8781,MA,400,76,4169,Fall 2016,Undergraduate Seminar,0,SEM,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4152,Spring 2015,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4162,Spring 2016,Directed Study in Mathematics,2,IND,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4172,Spring 2017,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4182,Spring 2018,Directed Study in Mathematics,0,RSC,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4192,Spring 2019,Directed Study in Mathematics,0,RSC,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4202,Spring 2020,Directed Study in Mathematics,0,RSC,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4212,Spring 2021,Directed Study in Mathematics,0,RSC,"Skufca,Joseph D"
16300,Active,8782,MA,401,76,4222,Spring 2022,Directed Study in Mathematics,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4149,Fall 2014,Directed Study in Applied Math,3,IND,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4152,Spring 2015,Directed Study in Applied Math,1,IND,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4159,Fall 2015,Directed Study in Applied Math,0,IND,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4162,Spring 2016,Directed Study in Applied Math,1,IND,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4169,Fall 2016,Directed Study in Applied Math,0,IND,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4172,Spring 2017,Directed Study in Applied Math,1,IND,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4179,Fall 2017,Directed Study in Applied Math,1,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4182,Spring 2018,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4189,Fall 2018,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4192,Spring 2019,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4199,Fall 2019,Directed Study in Applied Math,2,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4202,Spring 2020,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4209,Fall 2020,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4212,Spring 2021,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4219,Fall 2021,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8786,MA,405,76,4222,Spring 2022,Directed Study in Applied Math,0,RSC,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4152,Spring 2015,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4159,Fall 2015,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4162,Spring 2016,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4169,Fall 2016,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4172,Spring 2017,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4179,Fall 2017,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4182,Spring 2018,Math Course Assistance,6,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4189,Fall 2018,Math Course Assistance,1,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4192,Spring 2019,Math Course Assistance,1,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4199,Fall 2019,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4202,Spring 2020,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4209,Fall 2020,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4212,Spring 2021,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8804,MA,431,76,4222,Spring 2022,Math Course Assistance,0,IND,"Skufca,Joseph D"
16300,Active,8819,STAT,488,76,4189,Fall 2018,Statistics Projects,3,IND,"Skufca,Joseph D"
16300,Active,8819,STAT,488,76,4199,Fall 2019,Statistics Projects,1,IND,"Skufca,Joseph D"
16300,Active,8819,STAT,488,76,4202,Spring 2020,Statistics Projects,6,IND,"Skufca,Joseph D"
16300,Active,8819,STAT,488,76,4209,Fall 2020,Statistics Projects,0,IND,"Skufca,Joseph D"
16300,Active,8819,STAT,488,76,4212,Spring 2021,Statistics Projects,1,IND,"Skufca,Joseph D"
16300,Active,8819,STAT,488,76,4219,Fall 2021,Statistics Projects,3,IND,"Skufca,Joseph D"
16300,Active,8819,STAT,488,76,4222,Spring 2022,Statistics Projects,0,IND,"Skufca,Joseph D"
16300,Active,8822,MA,497,76,4209,Fall 2020,Undergraduate Research,0,RSC,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4152,Spring 2015,Professional Experience,12,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4156,Summer 2015,Professional Experience,1,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4159,Fall 2015,Professional Experience,1,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4162,Spring 2016,Professional Experience,12,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4169,Fall 2016,Professional Experience,8,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4172,Spring 2017,Professional Experience,11,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4179,Fall 2017,Professional Experience,9,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4182,Spring 2018,Professional Experience,11,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4189,Fall 2018,Professional Experience,6,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4192,Spring 2019,Professional Experience,13,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4199,Fall 2019,Professional Experience,7,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4202,Spring 2020,Professional Experience,6,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4209,Fall 2020,Professional Experience,6,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4212,Spring 2021,Professional Experience,5,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4219,Fall 2021,Professional Experience,3,IND,"Skufca,Joseph D"
16300,Active,8824,MA,499,76,4222,Spring 2022,Professional Experience,0,IND,"Skufca,Joseph D"
16300,Active,8832,MA,526,1,4159,Fall 2015,Convex Opti & Analysis,4,LEC,"Skufca,Joseph D"
16300,Active,8833,MA,531,1,4189,Fall 2018,"Initial & BVPs, Partial DiffEQ",8,LEC,"Skufca,Joseph D"
16300,Active,10460,MA,579,1,4212,Spring 2021,Intro to Applied Optimization,12,LEC,"Skufca,Joseph D"
16300,Active,8847,MA,581,1,4199,Fall 2019,Probability,5,LEC,"Skufca,Joseph D"
16300,Active,11183,STAT,581,1,4199,Fall 2019,Probability,1,LEC,"Skufca,Joseph D"
16300,Active,11705,STAT,585,1,4189,Fall 2018,Bayesian Data Analysis,13,LEC,"Skufca,Joseph D"
16300,Active,11705,STAT,585,76,4209,Fall 2020,Bayesian Data Analysis,7,LEC,"Skufca,Joseph D"
16300,Active,11705,STAT,585,D1,4209,Fall 2020,Bayesian Data Analysis,1,LEC,"Skufca,Joseph D"
16300,Active,8851,MA,601,76,4156,Summer 2015,Topics in Mathematics,2,IND,"Skufca,Joseph D"
16300,Active,8851,MA,601,76,4166,Summer 2016,Topics in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4152,Spring 2015,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4162,Spring 2016,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4169,Fall 2016,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4172,Spring 2017,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4179,Fall 2017,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4182,Spring 2018,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4189,Fall 2018,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4192,Spring 2019,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4199,Fall 2019,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4202,Spring 2020,Directed Study in Mathematics,1,IND,"Skufca,Joseph D"
16300,Active,8883,MA,701,76,4209,Fall 2020,Directed Study in Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4149,Fall 2014,DS in Applied Mathematics,1,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4152,Spring 2015,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4159,Fall 2015,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4162,Spring 2016,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4169,Fall 2016,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4172,Spring 2017,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4179,Fall 2017,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4182,Spring 2018,DS in Applied Mathematics,1,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4189,Fall 2018,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4192,Spring 2019,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4199,Fall 2019,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4202,Spring 2020,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4209,Fall 2020,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4212,Spring 2021,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4219,Fall 2021,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,8887,MA,705,76,4222,Spring 2022,DS in Applied Mathematics,0,IND,"Skufca,Joseph D"
16300,Active,11347,STAT,709,76,4156,Summer 2015,DS in Probability & Stats,1,IND,"Skufca,Joseph D"
16300,Active,11347,STAT,709,76,4162,Spring 2016,DS in Probability & Stats,0,IND,"Skufca,Joseph D"
16300,Active,11347,STAT,709,76,4166,Summer 2016,DS in Probability & Stats,0,IND,"Skufca,Joseph D"
16300,Active,11347,STAT,709,76,4172,Spring 2017,DS in Probability & Stats,0,IND,"Skufca,Joseph D"
16300,Active,8898,MA,725,1,4162,Spring 2016,Seminar in Applied Mathematics,3,SEM,"Skufca,Joseph D"
16300,Active,8898,MA,725,1,4179,Fall 2017,Seminar in Applied Mathematics,8,SEM,"Skufca,Joseph D"
16300,Active,8898,MA,725,1,4182,Spring 2018,Seminar in Applied Mathematics,8,SEM,"Skufca,Joseph D"
16300,Active,8898,MA,725,1,4189,Fall 2018,Seminar in Applied Mathematics,12,SEM,"Skufca,Joseph D"
16300,Active,8898,MA,725,1,4219,Fall 2021,Seminar in Applied Mathematics,7,SEM,"Skufca,Joseph D"
16300,Active,8898,MA,725,76,4196,Summer 2019,Seminar in Applied Mathematics,1,SEM,"Skufca,Joseph D"
16300,Active,8898,MA,725,76,4206,Summer 2020,Seminar in Applied Mathematics,0,SEM,"Skufca,Joseph D"
16300,Active,8904,MA,739,2,4189,Fall 2018,Seminar in Nonlinear Processes,0,SEM,"Skufca,Joseph D"
16300,Active,8905,MA,810,33,4189,Fall 2018,"Thesis, Dissertation or Sp Pro",1,THE,"Skufca,Joseph D"
16300,Active,8905,MA,810,33,4199,Fall 2019,"Thesis, Dissertation or Sp Pro",1,THE,"Skufca,Joseph D"
16300,Active,8905,MA,810,33,4209,Fall 2020,"Thesis, Dissertation or Sp Pro",2,THE,"Skufca,Joseph D"
16300,Active,8905,MA,810,33,4219,Fall 2021,"Thesis, Dissertation or Sp Pro",1,THE,"Skufca,Joseph D"
16300,Active,8905,MA,810,64,4199,Fall 2019,"Thesis, Dissertation or Sp Pro",2,THE,"Skufca,Joseph D"
16300,Active,8905,MA,810,75,4186,Summer 2018,"Thesis, Dissertation or Sp Pro",2,THE,"Skufca,Joseph D"
16300,Active,8905,MA,810,75,4196,Summer 2019,"Thesis, Dissertation or Sp Pro",0,THE,"Skufca,Joseph D"
16300,Active,8905,MA,810,75,4206,Summer 2020,"Thesis, Dissertation or Sp Pro",0,THE,"Skufca,Joseph D"
